name,level,status,province,district,division,location,constituency,county,email,latitude,longitude
VINEYARD PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.69,37.41
GATHIGIRIRI PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.69,37.4
NGOTHI PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL,KIRINYAGA,MWEA,MUTITHI,MWEA,KIRINYAGA,,-0.71,37.29
NYAMINDI PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.67,37.42
RUKANGA PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL,KIRINYAGA,MWEA,MUTITHI,MWEA,KIRINYAGA,,-0.72,37.26
ST TERESA ACADEMY,PRIMARY SCHOOL,PUBLIC,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.66,37.4
REHOBOTH JUNIOR SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.66,37.39
KIROGO PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.66,37.39
KAMUCEGE PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.66,37.38
EMMAUS JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.67
MURUBARU PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.66,37.37
KIARUKUNGU PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.65,37.36
GAKIMA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL,NYERI,MUKURWE-INI,GITHI,MUKURWE-INI,NYERI,,-0.56,37.13
DOLPHIN WINNERS SCH PRI,PRIMARY SCHOOL,PUBLIC,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.68
LITTLE ANGLES KINGS AND QUEENS ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.68
