name,level,status,province,district,division,location,constituency,county,email,latitude,longitude
GOLDEN CHARRIOTS JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.68
MWEA BRETHREN SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.68,37.36
GOOD HOPE JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.68
PEARL JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.68
PARK END JUNIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.69,37.37
THE KADONGO ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.01,39.68
HOLY FAMILY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.68,37.36
JUNDA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.01,39.68
CONSOLATA PRI SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI TOWN,NYERI,,-0.42,36.96
WISE SHEPHERED ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.69,37.36
BAKARANI JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.01,39.69
KIRINYAGA PLAINA VIEW,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.68,37.35
FAT-HUL ADHIM PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.01,39.69
ALMACY JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
NGURUBANI EFFORT ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.68,37.35
ALVIC JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
NYERI TOWN VIEW ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI TOWN,NYERI,,-0.43,36.95
TOPMARK PREPARATORY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIRINYAGA,MWEA,TEBERE,MWEA,KIRINYAGA,,-0.69,37.35
BARSHEBA CENTRAL ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
NYERI ST XAVIER'S ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI TOWN,NYERI,,-0.43,36.93
BRIGHT FUTURE SCH PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
JUNDA ACADEMY FRERETOWN PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
HIGHCREST PREPARATORY SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIRINYAGA,NDIA,KIINE SOUTH,NDIA,KIRINYAGA,,-0.66,37.22
MICANS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
TUMAINI  JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
ST. CHIGUNDA PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
HAPPY DREAMS PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
HOPE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
SHAMA ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,TETU,TETU,TETU,NYERI,,-0.43,36.88
JOYLAND JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
SAGANA TOWNSHIP PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIRINYAGA,NDIA,KIINE SOUTH,NDIA,KIRINYAGA,,-0.68,37.21
LIGHT BEARERS JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.69
MUGA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI TOWN,NYERI,,-0.42,36.93
MAIWA JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.01,39.7
FEDERAL ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI TOWN,NYERI,,-0.43,36.93
MINNA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.01,39.7
VICTORIA BAPTIST PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.7
BAHARI PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.7
FRERETOWN COMMUNITY SCH PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.01,39.7
STEADY VISION PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.7
FRIENDS POINT PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.7
FRERE METHODIST PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.7
HOSSANA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI TOWN,NYERI,,-0.46,36.95
MARYJOY PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.7
WINNERS CHILDREN CENTRE PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KONGOWEA,KISAUNI,MOMBASA,,-4.03,39.7
THE VILLAGE SCH PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KONGOWEA,KISAUNI,MOMBASA,,-4.03,39.7
STEP COMMUNITY PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KONGOWEA,KISAUNI,MOMBASA,,-4.03,39.7
VICTORY JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KONGOWEA,KISAUNI,MOMBASA,,-4.02,39.7
ST MARGARET ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI TOWN,NYERI,,-0.46,37.01
RISE AND SHINE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.7
NORTHGATE PREP SCH PRI,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.7
MWOKOENI CHILDRENS CENTRE PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,MOMBASA,,-4.02,39.7
HILLTOP ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KONGOWEA,KISAUNI,MOMBASA,,-4.02,39.7
MBUYUNI PRI SCH,PRIMARY SCHOOL,PRIVATE,COAST,MOMBASA,KISAUNI,KONGOWEA,KISAUNI,MOMBASA,,-4.03,39.7
ST CECILIA ACDEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI TOWN,NYERI,,-0.42,36.93
CONSOLATA CATHEDRAL PRI SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI TOWN,NYERI,,-0.42,36.95
VALLEY VIEW JUNIOR PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUNICIPALITY,MUKARO,NYERI TOWN,NYERI,,-0.44,36.97
VISION ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,COAST,TAITA TAVETA,VOI,MARUNGU,VOI,TAITA TAVETA,,-3.56,38.75
ST. STEPHEN PRIMARY,PRIMARY SCHOOL,PRIVATE,COAST,TAITA TAVETA,VOI,VOI,VOI,TAITA TAVETA,,-3.39,38.56
THE MOON LINK ACADEMY PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,COAST,TAITA TAVETA,VOI,VOI,VOI,TAITA TAVETA,,-3.38,38.56
ST. AGNES PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,COAST,TAITA TAVETA,VOI,VOI,VOI,TAITA TAVETA,,-3.38,38.57
TSAVO ACADEMY PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,COAST,TAITA TAVETA,VOI,VOI,VOI,TAITA TAVETA,,-3.38,38.58
DORRY ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,COAST,TAITA TAVETA,TAVETA,NJUKINI,TAVETA,TAITA TAVETA,,-3.19,37.72
CHUMVINI JUNIOR ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,COAST,TAITA TAVETA,TAVETA,NJUKINI,TAVETA,TAITA TAVETA,,-3.21,37.71
ST. JOHN'S PRIMARY,PRIMARY SCHOOL,PRIVATE,COAST,TAITA TAVETA,TAVETA,KIMORIGO,TAVETA,TAITA TAVETA,,-3.47,37.69
LEISURE ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,COAST,TAITA TAVETA,TAVETA,BOMANI,TAVETA,TAITA TAVETA,,-3.39,37.67
TAVETA JUNIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,COAST,TAITA TAVETA,TAVETA,BOMANI,TAVETA,TAITA TAVETA,,-3.38,37.68
SHINING STAR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUKURWE-INI,GAKINDU,MUKURWE-INI,NYERI,,-0.52,37.01
GAKINDU NEWLIGHT ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUKURWE-INI,GAKINDU,MUKURWE-INI,NYERI,,-0.57,36.99
HOLY ANGELS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,NYERI,MUKURWE-INI,MUHITO,MUKURWE-INI,NYERI,,-0.53,37.06
PAGE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,ENDEBESS,KWANZA,KAIBEI,TRANS NZOIA,,1.12,34.79
KIMWONDO HILLS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,ENDEBESS,KWANZA,KAIBEI,TRANS NZOIA,,1.12,34.79
ST. JOHNESS ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,ENDEBESS,KWANZA,KAIBEI,TRANS NZOIA,,1.12,34.79
JOY ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CENTRAL,KWANZA,NAMANJALALA,TRANS NZOIA,,1.04,34.98
MICHE JUNIOR ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS NZOIA,CHERANGANY,CHERANGANY,CHERANGANY,TRANS NZOIA,,0.94,35.18
ST. PATRICKS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO CENTRAL,KISERIAN,KAJIADO,,-1.44,36.67
TIRAP SILVER STAR PRY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAROK,OLOLUNGA,NAROK SOUTH,MELELO,NAROK,,-0.79,35.68
OLCHEKUT SUPAT ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,CENTRAL KAJIADO,KAJIADO CENTRAL,LOODOKILANI,KAJIADO,,-1.89,36.59
SACRED HEART ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NDALU,KIMILILI,BUNGOMA,,0.78,35.01
TONGAREN JOY ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,TONGAREN,KIMILILI,BUNGOMA,,0.78,34.97
SAMLAND ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,TONGAREN,KIMILILI,BUNGOMA,,0.79,34.97
NEW TRIANGLE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,TONGAREN,KIMILILI,BUNGOMA,,0.79,35.03
KYAMBOGO ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NDALU,KIMILILI,BUNGOMA,,0.79,35.03
LITTLE ANGELS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,CENTRAL KAJIADO,KAJIADO CENTRAL,SAJILONI,KAJIADO,,-1.87,36.86
ELIMU JUNIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,TONGAREN,KIMILILI,BUNGOMA,,0.77,34.94
MERCY ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,TONGAREN,KIMILILI,BUNGOMA,,0.77,34.94
ST JOHNS ACADEMY LUKHUNA,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,TONGAREN,KIMILILI,BUNGOMA,,0.81,34.94
ST LOUIS LUKHUNA ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,TONGAREN,KIMILILI,BUNGOMA,,0.81,34.94
TUMAINI ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,TONGAREN,KIMILILI,BUNGOMA,,0.76,34.92
BIDII ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,TONGAREN,KIMILILI,BUNGOMA,,0.74,34.9
UTHERI WA LARI PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-1.07,36.48
KENAUSTRIA ACADEMY PWANI,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,KABUYEFWE,KIMILILI,BUNGOMA,,0.71,34.91
MITUA EDUCATION CENTRE,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,KABUYEFWE,KIMILILI,BUNGOMA,,0.72,34.91
DAVID NJENGA MEMORIAL ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.98,36.58
AMEN JUNIOR ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.99,36.56
ST TERESAS NYANGE ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,KABUYEFWE,KIMILILI,BUNGOMA,,0.74,34.9
APEX PREP SCH-PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO NORTH,NGONG,KAJIADO,,-1.4,36.66
JEREMIAH GITAU ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.98,36.58
BAPTIST ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.98,36.58
AMARANTA ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,MBAKALO,KIMILILI,BUNGOMA,,0.7,34.87
LUCI-AMEN JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.98,36.59
MAAI MAHIU SACRED HEARTS SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.98,36.59
NARAMAT ACADEMY-PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO NORTH,NKAIMORONYA,KAJIADO,,-1.39,36.69
JORAM G.M ACADEMY-PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO NORTH,KISERIAN,KAJIADO,,-1.39,36.68
SILVESTER PREPARATORY ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.98,36.58
VINEYARD ACADEMY-PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO NORTH,KISERIAN,KAJIADO,,-1.39,36.68
JOY VISION ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.95,36.58
UPPER MATASIA ACADEMY-PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO NORTH,KISERIAN,KAJIADO,,-1.38,36.68
GOOD SHEPHERD  CENTER - PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.96,36.58
ST JOAN PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO NORTH,KISERIAN,KAJIADO,,-1.38,36.68
MEMUSI ACADEMY-PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO NORTH,NKAIMORONYA,KAJIADO,,-1.38,36.68
ST ERASTUS PREPARATORY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.78,34.89
FAITH GREENVALLEY PRO SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO NORTH,KISERIAN,KAJIADO,,-1.38,36.68
GREAT COMMISSION ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NJORO,MOLO,NJORO,NAKURU,,-0.28,35.87
ST MATHEWS ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.78,34.9
JOEMA SCH-PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO NORTH,KISERIAN,KAJIADO,,-1.38,36.66
WESTWAY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,GILGIL,NAKURU,,-0.48,36.33
GILGIL HILLS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,GILGIL,NAKURU,,-0.49,36.32
MASINDE ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.8,34.9
TESTIMONY HIL SCH-PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO NORTH,KISERIAN,KAJIADO,,-1.38,36.66
NANCY MEMORIAL ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.89,36.49
EMMA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,GILGIL,NAKURU,,-0.49,36.32
AMANI ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.83,34.89
GENTLE BELLS PREP SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.88,36.5
GENESIS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,MASHURU,KAJIADO CENTRAL,NKAMA,TRANS NZOIA,,-2.02,37.37
REV. FR EUSEBIUS K. WASSWA MEMORIAL ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,LONGONOT,NAKURU,,-0.88,36.49
ST LIKES KOSITEI PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,BARINGO,TANGULBEI,BARINGO EAST,TANGULBEI,KAJIADO,,0.8,36.31
THE OASIS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.81,36.47
FAITH PRE SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.78,36.44
WINNERS SCH PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.78,36.44
BEETY CATE PREP SCH PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.78,36.44
TANIA INTEGRATED SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,NGONG,KAJIADO NORTH,SOUTH KEEKONYOKIE,NAROK,,-1.46,36.65
MAGADI JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KAJIADO,MAGADI,KAJIADO NORTH,MAGADI,KAJIADO,,-1.91,36.28
UPLANDS PRPARATORY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.82,34.87
ST ANDREW'S ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.82,34.87
MALIKI RISING STAR ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.81,34.84
NEEMA PREP PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.77,36.44
TEDHILL ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.8,34.84
NGAMI ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.79,34.82
THOMPSONS FALLS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.77,36.44
EMMANUEL HOPE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.77,36.44
KHAN DAVID PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.77,36.43
SARADAVIS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.77,36.43
PRAISE ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.78,34.83
STAR SHINE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.78,36.43
CANAAN JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.78,36.44
HILLSTOP ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.78,36.44
UPPER HILL JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.79,36.44
UTU BORA ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.77,34.84
NAIVASHA AIRSTRIP ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.79,36.43
ST STEPHENS ACK ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.77,34.83
HIGHZONE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA,HELL'S GATE,NAKURU,,-0.79,36.43
GOODWILL ACADEMY,PRIMARY SCHOOL,PRIVATE,WESTERN,BUNGOMA,TONGAREN,NAITIRI,KIMILILI,BUNGOMA,,0.76,34.83
